instance,algorithm,randomSeed,epsilon,horizon,REG
small_scale,ucb,28,0.02,51200,-2.0
small_scale,ucb,28,0.02,204800,40.0
small_scale,ucb,29,0.02,50,7.0
small_scale,ucb,29,0.02,200,17.0
small_scale,ucb,29,0.02,800,18.0
small_scale,ucb,29,0.02,3200,43.0
small_scale,ucb,29,0.02,12800,115.0
small_scale,ucb,29,0.02,51200,112.0
small_scale,ucb,29,0.02,204800,88.0
small_scale,ucb,30,0.02,50,3.0
small_scale,ucb,30,0.02,200,15.0
small_scale,ucb,30,0.02,800,25.0
small_scale,ucb,30,0.02,3200,65.0
small_scale,ucb,30,0.02,12800,91.0
small_scale,ucb,30,0.02,51200,189.0
small_scale,ucb,30,0.02,204800,54.0
small_scale,ucb,31,0.02,50,5.0
small_scale,ucb,31,0.02,200,5.0
small_scale,ucb,31,0.02,800,25.0
small_scale,ucb,31,0.02,3200,55.0
small_scale,ucb,31,0.02,12800,30.0
small_scale,ucb,31,0.02,51200,8.0
small_scale,ucb,31,0.02,204800,-228.0
small_scale,ucb,32,0.02,50,3.0
small_scale,ucb,32,0.02,200,-5.0
small_scale,ucb,32,0.02,800,15.0
small_scale,ucb,32,0.02,3200,39.0
small_scale,ucb,32,0.02,12800,101.0
small_scale,ucb,32,0.02,51200,25.0
small_scale,ucb,32,0.02,204800,96.0
small_scale,ucb,33,0.02,50,4.0
small_scale,ucb,33,0.02,200,10.0
small_scale,ucb,33,0.02,800,45.0
small_scale,ucb,33,0.02,3200,9.0
small_scale,ucb,33,0.02,12800,-82.0
small_scale,ucb,33,0.02,51200,-88.0
small_scale,ucb,33,0.02,204800,-67.0
small_scale,ucb,34,0.02,50,8.0
small_scale,ucb,34,0.02,200,23.0
small_scale,ucb,34,0.02,800,30.0
small_scale,ucb,34,0.02,3200,27.0
small_scale,ucb,34,0.02,12800,33.0
small_scale,ucb,34,0.02,51200,83.0
small_scale,ucb,34,0.02,204800,49.0
small_scale,ucb,35,0.02,50,7.0
small_scale,ucb,35,0.02,200,16.0
small_scale,ucb,35,0.02,800,27.0
small_scale,ucb,35,0.02,3200,6.0
small_scale,ucb,35,0.02,12800,47.0
small_scale,ucb,35,0.02,51200,69.0
small_scale,ucb,35,0.02,204800,-180.0
small_scale,ucb,36,0.02,50,-1.0
small_scale,ucb,36,0.02,200,8.0
small_scale,ucb,36,0.02,800,-1.0
small_scale,ucb,36,0.02,3200,-9.0
small_scale,ucb,36,0.02,12800,56.0
small_scale,ucb,36,0.02,51200,-9.0
small_scale,ucb,36,0.02,204800,78.0
small_scale,ucb,37,0.02,50,4.0
small_scale,ucb,37,0.02,200,4.0
small_scale,ucb,37,0.02,800,17.0
small_scale,ucb,37,0.02,3200,28.0
small_scale,ucb,37,0.02,12800,58.0
small_scale,ucb,37,0.02,51200,65.0
small_scale,ucb,37,0.02,204800,-223.0
small_scale,ucb,38,0.02,50,4.0
small_scale,ucb,38,0.02,200,6.0
small_scale,ucb,38,0.02,800,13.0
small_scale,ucb,38,0.02,3200,2.0
small_scale,ucb,38,0.02,12800,-17.0
small_scale,ucb,38,0.02,51200,12.0
small_scale,ucb,38,0.02,204800,340.0
small_scale,ucb,39,0.02,50,8.0
small_scale,ucb,39,0.02,200,15.0
small_scale,ucb,39,0.02,800,32.0
small_scale,ucb,39,0.02,3200,39.0
small_scale,ucb,39,0.02,12800,82.0
small_scale,ucb,39,0.02,51200,88.0
small_scale,ucb,39,0.02,204800,261.0
small_scale,ucb,40,0.02,50,5.0
small_scale,ucb,40,0.02,200,7.0
small_scale,ucb,40,0.02,800,13.0
small_scale,ucb,40,0.02,3200,68.0
small_scale,ucb,40,0.02,12800,95.0
small_scale,ucb,40,0.02,51200,177.0
small_scale,ucb,40,0.02,204800,244.0
small_scale,ucb,41,0.02,50,0.0
small_scale,ucb,41,0.02,200,3.0
small_scale,ucb,41,0.02,800,8.0
small_scale,ucb,41,0.02,3200,26.0
small_scale,ucb,41,0.02,12800,-2.0
small_scale,ucb,41,0.02,51200,-16.0
small_scale,ucb,41,0.02,204800,-228.0
small_scale,ucb,42,0.02,50,4.0
small_scale,ucb,42,0.02,200,12.0
small_scale,ucb,42,0.02,800,20.0
small_scale,ucb,42,0.02,3200,22.0
small_scale,ucb,42,0.02,12800,5.0
small_scale,ucb,42,0.02,51200,-21.0
small_scale,ucb,42,0.02,204800,103.0
small_scale,ucb,43,0.02,50,9.0
small_scale,ucb,43,0.02,200,17.0
small_scale,ucb,43,0.02,800,27.0
small_scale,ucb,43,0.02,3200,69.0
small_scale,ucb,43,0.02,12800,105.0
small_scale,ucb,43,0.02,51200,82.0
small_scale,ucb,43,0.02,204800,-59.0
small_scale,ucb,44,0.02,50,7.0
small_scale,ucb,44,0.02,200,5.0
small_scale,ucb,44,0.02,800,24.0
small_scale,ucb,44,0.02,3200,34.0
small_scale,ucb,44,0.02,12800,44.0
small_scale,ucb,44,0.02,51200,64.0
small_scale,ucb,44,0.02,204800,-52.0
small_scale,ucb,45,0.02,50,4.0
small_scale,ucb,45,0.02,200,14.0
small_scale,ucb,45,0.02,800,24.0
small_scale,ucb,45,0.02,3200,29.0
small_scale,ucb,45,0.02,12800,43.0
small_scale,ucb,45,0.02,51200,50.0
small_scale,ucb,45,0.02,204800,437.0
small_scale,ucb,46,0.02,50,4.0
small_scale,ucb,46,0.02,200,4.0
small_scale,ucb,46,0.02,800,12.0
small_scale,ucb,46,0.02,3200,63.0
small_scale,ucb,46,0.02,12800,-13.0
small_scale,ucb,46,0.02,51200,-86.0
small_scale,ucb,46,0.02,204800,-174.0
small_scale,ucb,47,0.02,50,5.0
small_scale,ucb,47,0.02,200,12.0
small_scale,ucb,47,0.02,800,28.0
small_scale,ucb,47,0.02,3200,50.0
small_scale,ucb,47,0.02,12800,1.0
small_scale,ucb,47,0.02,51200,-94.0
small_scale,ucb,47,0.02,204800,15.0
small_scale,ucb,48,0.02,50,1.0
small_scale,ucb,48,0.02,200,14.0
small_scale,ucb,48,0.02,800,16.0
small_scale,ucb,48,0.02,3200,46.0
small_scale,ucb,48,0.02,12800,79.0
small_scale,ucb,48,0.02,51200,220.0
small_scale,ucb,48,0.02,204800,117.0
small_scale,ucb,49,0.02,50,10.0
small_scale,ucb,49,0.02,200,18.0
small_scale,ucb,49,0.02,800,30.0
small_scale,ucb,49,0.02,3200,21.0
small_scale,ucb,49,0.02,12800,-1.0
small_scale,ucb,49,0.02,51200,-97.0
small_scale,ucb,49,0.02,204800,67.0
medium_scale,epsilon-greedy,0,0.002,50,17.0
medium_scale,epsilon-greedy,0,0.002,200,77.0
medium_scale,epsilon-greedy,0,0.002,800,191.0
medium_scale,epsilon-greedy,0,0.002,3200,235.0
medium_scale,epsilon-greedy,0,0.002,12800,161.0
medium_scale,epsilon-greedy,0,0.002,51200,245.0
medium_scale,epsilon-greedy,0,0.002,204800,509.0
medium_scale,epsilon-greedy,1,0.002,50,21.0
medium_scale,epsilon-greedy,1,0.002,200,72.0
medium_scale,epsilon-greedy,1,0.002,800,257.0
medium_scale,epsilon-greedy,1,0.002,3200,521.0
medium_scale,epsilon-greedy,1,0.002,12800,1108.0
medium_scale,epsilon-greedy,1,0.002,51200,1150.0
medium_scale,epsilon-greedy,1,0.002,204800,1186.0
medium_scale,epsilon-greedy,2,0.002,50,14.0
medium_scale,epsilon-greedy,2,0.002,200,78.0
medium_scale,epsilon-greedy,2,0.002,800,313.0
medium_scale,epsilon-greedy,2,0.002,3200,1242.0
medium_scale,epsilon-greedy,2,0.002,12800,1541.0
medium_scale,epsilon-greedy,2,0.002,51200,1744.0
medium_scale,epsilon-greedy,2,0.002,204800,1744.0
medium_scale,epsilon-greedy,3,0.002,50,22.0
medium_scale,epsilon-greedy,3,0.002,200,45.0
medium_scale,epsilon-greedy,3,0.002,800,65.0
medium_scale,epsilon-greedy,3,0.002,3200,45.0
medium_scale,epsilon-greedy,3,0.002,12800,32.0
medium_scale,epsilon-greedy,3,0.002,51200,5.0
medium_scale,epsilon-greedy,3,0.002,204800,-253.0
medium_scale,epsilon-greedy,4,0.002,50,22.0
medium_scale,epsilon-greedy,4,0.002,200,80.0
medium_scale,epsilon-greedy,4,0.002,800,310.0
medium_scale,epsilon-greedy,4,0.002,3200,883.0
medium_scale,epsilon-greedy,4,0.002,12800,2423.0
medium_scale,epsilon-greedy,4,0.002,51200,2330.0
medium_scale,epsilon-greedy,4,0.002,204800,2014.0
medium_scale,epsilon-greedy,5,0.002,50,22.0
medium_scale,epsilon-greedy,5,0.002,200,84.0
medium_scale,epsilon-greedy,5,0.002,800,321.0
medium_scale,epsilon-greedy,5,0.002,3200,1176.0
medium_scale,epsilon-greedy,5,0.002,12800,2173.0
medium_scale,epsilon-greedy,5,0.002,51200,4132.0
medium_scale,epsilon-greedy,5,0.002,204800,4014.0
medium_scale,epsilon-greedy,6,0.002,50,21.0
medium_scale,epsilon-greedy,6,0.002,200,78.0
medium_scale,epsilon-greedy,6,0.002,800,323.0
medium_scale,epsilon-greedy,6,0.002,3200,778.0
medium_scale,epsilon-greedy,6,0.002,12800,822.0
medium_scale,epsilon-greedy,6,0.002,51200,872.0
medium_scale,epsilon-greedy,6,0.002,204800,991.0
medium_scale,epsilon-greedy,7,0.002,50,21.0
medium_scale,epsilon-greedy,7,0.002,200,81.0
medium_scale,epsilon-greedy,7,0.002,800,252.0
medium_scale,epsilon-greedy,7,0.002,3200,285.0
medium_scale,epsilon-greedy,7,0.002,12800,245.0
medium_scale,epsilon-greedy,7,0.002,51200,155.0
medium_scale,epsilon-greedy,7,0.002,204800,425.0
medium_scale,epsilon-greedy,8,0.002,50,22.0
medium_scale,epsilon-greedy,8,0.002,200,81.0
medium_scale,epsilon-greedy,8,0.002,800,307.0
medium_scale,epsilon-greedy,8,0.002,3200,395.0
medium_scale,epsilon-greedy,8,0.002,12800,374.0
medium_scale,epsilon-greedy,8,0.002,51200,175.0
medium_scale,epsilon-greedy,8,0.002,204800,349.0
medium_scale,epsilon-greedy,9,0.002,50,19.0
medium_scale,epsilon-greedy,9,0.002,200,83.0
medium_scale,epsilon-greedy,9,0.002,800,326.0
medium_scale,epsilon-greedy,9,0.002,3200,1180.0
medium_scale,epsilon-greedy,9,0.002,12800,1142.0
medium_scale,epsilon-greedy,9,0.002,51200,1158.0
medium_scale,epsilon-greedy,9,0.002,204800,1206.0
medium_scale,epsilon-greedy,10,0.002,50,20.0
medium_scale,epsilon-greedy,10,0.002,200,79.0
medium_scale,epsilon-greedy,10,0.002,800,311.0
medium_scale,epsilon-greedy,10,0.002,3200,879.0
medium_scale,epsilon-greedy,10,0.002,12800,1795.0
medium_scale,epsilon-greedy,10,0.002,51200,5619.0
medium_scale,epsilon-greedy,10,0.002,204800,9525.0
medium_scale,epsilon-greedy,11,0.002,50,21.0
medium_scale,epsilon-greedy,11,0.002,200,83.0
medium_scale,epsilon-greedy,11,0.002,800,334.0
medium_scale,epsilon-greedy,11,0.002,3200,670.0
medium_scale,epsilon-greedy,11,0.002,12800,607.0
medium_scale,epsilon-greedy,11,0.002,51200,560.0
medium_scale,epsilon-greedy,11,0.002,204800,317.0
medium_scale,epsilon-greedy,12,0.002,50,19.0
medium_scale,epsilon-greedy,12,0.002,200,82.0
medium_scale,epsilon-greedy,12,0.002,800,332.0
medium_scale,epsilon-greedy,12,0.002,3200,1186.0
medium_scale,epsilon-greedy,12,0.002,12800,1182.0
medium_scale,epsilon-greedy,12,0.002,51200,1260.0
medium_scale,epsilon-greedy,12,0.002,204800,997.0
medium_scale,epsilon-greedy,13,0.002,50,18.0
medium_scale,epsilon-greedy,13,0.002,200,76.0
medium_scale,epsilon-greedy,13,0.002,800,316.0
medium_scale,epsilon-greedy,13,0.002,3200,637.0
medium_scale,epsilon-greedy,13,0.002,12800,591.0
medium_scale,epsilon-greedy,13,0.002,51200,585.0
medium_scale,epsilon-greedy,13,0.002,204800,688.0
medium_scale,epsilon-greedy,14,0.002,50,16.0
medium_scale,epsilon-greedy,14,0.002,200,78.0
medium_scale,epsilon-greedy,14,0.002,800,259.0
medium_scale,epsilon-greedy,14,0.002,3200,853.0
medium_scale,epsilon-greedy,14,0.002,12800,1061.0
medium_scale,epsilon-greedy,14,0.002,51200,1046.0
medium_scale,epsilon-greedy,14,0.002,204800,993.0
medium_scale,epsilon-greedy,15,0.002,50,19.0
medium_scale,epsilon-greedy,15,0.002,200,79.0
medium_scale,epsilon-greedy,15,0.002,800,315.0
medium_scale,epsilon-greedy,15,0.002,3200,1137.0
medium_scale,epsilon-greedy,15,0.002,12800,2211.0
medium_scale,epsilon-greedy,15,0.002,51200,5964.0
medium_scale,epsilon-greedy,15,0.002,204800,21349.0
medium_scale,epsilon-greedy,16,0.002,50,20.0
medium_scale,epsilon-greedy,16,0.002,200,79.0
medium_scale,epsilon-greedy,16,0.002,800,321.0
medium_scale,epsilon-greedy,16,0.002,3200,1270.0
medium_scale,epsilon-greedy,16,0.002,12800,1380.0
medium_scale,epsilon-greedy,16,0.002,51200,1400.0
medium_scale,epsilon-greedy,16,0.002,204800,1169.0
medium_scale,epsilon-greedy,17,0.002,50,15.0
medium_scale,epsilon-greedy,17,0.002,200,80.0
medium_scale,epsilon-greedy,17,0.002,800,310.0
medium_scale,epsilon-greedy,17,0.002,3200,813.0
medium_scale,epsilon-greedy,17,0.002,12800,1737.0
medium_scale,epsilon-greedy,17,0.002,51200,5729.0
medium_scale,epsilon-greedy,17,0.002,204800,21129.0
medium_scale,epsilon-greedy,18,0.002,50,19.0
medium_scale,epsilon-greedy,18,0.002,200,78.0
medium_scale,epsilon-greedy,18,0.002,800,313.0
medium_scale,epsilon-greedy,18,0.002,3200,1145.0
medium_scale,epsilon-greedy,18,0.002,12800,2526.0
medium_scale,epsilon-greedy,18,0.002,51200,6331.0
medium_scale,epsilon-greedy,18,0.002,204800,9849.0
medium_scale,epsilon-greedy,19,0.002,50,19.0
medium_scale,epsilon-greedy,19,0.002,200,78.0
medium_scale,epsilon-greedy,19,0.002,800,323.0
medium_scale,epsilon-greedy,19,0.002,3200,1292.0
medium_scale,epsilon-greedy,19,0.002,12800,1307.0
medium_scale,epsilon-greedy,19,0.002,51200,1398.0
medium_scale,epsilon-greedy,19,0.002,204800,1500.0
medium_scale,epsilon-greedy,20,0.002,50,21.0
medium_scale,epsilon-greedy,20,0.002,200,83.0
medium_scale,epsilon-greedy,20,0.002,800,313.0
medium_scale,epsilon-greedy,20,0.002,3200,1072.0
medium_scale,epsilon-greedy,20,0.002,12800,1937.0
medium_scale,epsilon-greedy,20,0.002,51200,1941.0
medium_scale,epsilon-greedy,20,0.002,204800,1792.0
medium_scale,epsilon-greedy,21,0.002,50,20.0
medium_scale,epsilon-greedy,21,0.002,200,77.0
medium_scale,epsilon-greedy,21,0.002,800,316.0
medium_scale,epsilon-greedy,21,0.002,3200,866.0
medium_scale,epsilon-greedy,21,0.002,12800,885.0
medium_scale,epsilon-greedy,21,0.002,51200,820.0
medium_scale,epsilon-greedy,21,0.002,204800,867.0
medium_scale,epsilon-greedy,22,0.002,50,18.0
medium_scale,epsilon-greedy,22,0.002,200,74.0
medium_scale,epsilon-greedy,22,0.002,800,313.0
medium_scale,epsilon-greedy,22,0.002,3200,969.0
medium_scale,epsilon-greedy,22,0.002,12800,2030.0
medium_scale,epsilon-greedy,22,0.002,51200,2758.0
medium_scale,epsilon-greedy,22,0.002,204800,2898.0
medium_scale,epsilon-greedy,23,0.002,50,19.0
medium_scale,epsilon-greedy,23,0.002,200,77.0
medium_scale,epsilon-greedy,23,0.002,800,312.0
medium_scale,epsilon-greedy,23,0.002,3200,588.0
medium_scale,epsilon-greedy,23,0.002,12800,652.0
medium_scale,epsilon-greedy,23,0.002,51200,543.0
medium_scale,epsilon-greedy,23,0.002,204800,256.0
medium_scale,epsilon-greedy,24,0.002,50,20.0
medium_scale,epsilon-greedy,24,0.002,200,70.0
medium_scale,epsilon-greedy,24,0.002,800,229.0
medium_scale,epsilon-greedy,24,0.002,3200,245.0
medium_scale,epsilon-greedy,24,0.002,12800,209.0
medium_scale,epsilon-greedy,24,0.002,51200,57.0
medium_scale,epsilon-greedy,24,0.002,204800,26.0
medium_scale,epsilon-greedy,25,0.002,50,24.0
medium_scale,epsilon-greedy,25,0.002,200,85.0
medium_scale,epsilon-greedy,25,0.002,800,96.0
medium_scale,epsilon-greedy,25,0.002,3200,65.0
medium_scale,epsilon-greedy,25,0.002,12800,54.0
medium_scale,epsilon-greedy,25,0.002,51200,-77.0
medium_scale,epsilon-greedy,25,0.002,204800,217.0
medium_scale,epsilon-greedy,26,0.002,50,21.0
medium_scale,epsilon-greedy,26,0.002,200,79.0
medium_scale,epsilon-greedy,26,0.002,800,321.0
medium_scale,epsilon-greedy,26,0.002,3200,1156.0
medium_scale,epsilon-greedy,26,0.002,12800,1179.0
medium_scale,epsilon-greedy,26,0.002,51200,1304.0
medium_scale,epsilon-greedy,26,0.002,204800,1598.0
medium_scale,epsilon-greedy,27,0.002,50,24.0
medium_scale,epsilon-greedy,27,0.002,200,87.0
medium_scale,epsilon-greedy,27,0.002,800,323.0
medium_scale,epsilon-greedy,27,0.002,3200,610.0
medium_scale,epsilon-greedy,27,0.002,12800,1539.0
medium_scale,epsilon-greedy,27,0.002,51200,5295.0
medium_scale,epsilon-greedy,27,0.002,204800,5574.0
medium_scale,epsilon-greedy,28,0.002,50,21.0
medium_scale,epsilon-greedy,28,0.002,200,79.0
medium_scale,epsilon-greedy,28,0.002,800,316.0
medium_scale,epsilon-greedy,28,0.002,3200,1270.0
medium_scale,epsilon-greedy,28,0.002,12800,3887.0
medium_scale,epsilon-greedy,28,0.002,51200,6321.0
medium_scale,epsilon-greedy,28,0.002,204800,6444.0
medium_scale,epsilon-greedy,29,0.002,50,3.0
medium_scale,epsilon-greedy,29,0.002,200,-3.0
medium_scale,epsilon-greedy,29,0.002,800,1.0
medium_scale,epsilon-greedy,29,0.002,3200,-30.0
medium_scale,epsilon-greedy,29,0.002,12800,-49.0
medium_scale,epsilon-greedy,29,0.002,51200,-157.0
medium_scale,epsilon-greedy,29,0.002,204800,-259.0
medium_scale,epsilon-greedy,30,0.002,50,21.0
medium_scale,epsilon-greedy,30,0.002,200,70.0
medium_scale,epsilon-greedy,30,0.002,800,312.0
medium_scale,epsilon-greedy,30,0.002,3200,1064.0
medium_scale,epsilon-greedy,30,0.002,12800,2012.0
medium_scale,epsilon-greedy,30,0.002,51200,3492.0
medium_scale,epsilon-greedy,30,0.002,204800,3417.0
medium_scale,epsilon-greedy,31,0.002,50,18.0
medium_scale,epsilon-greedy,31,0.002,200,81.0
medium_scale,epsilon-greedy,31,0.002,800,266.0
medium_scale,epsilon-greedy,31,0.002,3200,305.0
medium_scale,epsilon-greedy,31,0.002,12800,351.0
medium_scale,epsilon-greedy,31,0.002,51200,472.0
medium_scale,epsilon-greedy,31,0.002,204800,385.0
medium_scale,epsilon-greedy,32,0.002,50,20.0
medium_scale,epsilon-greedy,32,0.002,200,80.0
medium_scale,epsilon-greedy,32,0.002,800,330.0
medium_scale,epsilon-greedy,32,0.002,3200,990.0
medium_scale,epsilon-greedy,32,0.002,12800,2046.0
medium_scale,epsilon-greedy,32,0.002,51200,2248.0
medium_scale,epsilon-greedy,32,0.002,204800,2586.0
medium_scale,epsilon-greedy,33,0.002,50,20.0
medium_scale,epsilon-greedy,33,0.002,200,79.0
medium_scale,epsilon-greedy,33,0.002,800,233.0
medium_scale,epsilon-greedy,33,0.002,3200,740.0
medium_scale,epsilon-greedy,33,0.002,12800,755.0
medium_scale,epsilon-greedy,33,0.002,51200,658.0
medium_scale,epsilon-greedy,33,0.002,204800,594.0
medium_scale,epsilon-greedy,34,0.002,50,19.0
medium_scale,epsilon-greedy,34,0.002,200,76.0
medium_scale,epsilon-greedy,34,0.002,800,311.0
medium_scale,epsilon-greedy,34,0.002,3200,1065.0
medium_scale,epsilon-greedy,34,0.002,12800,1789.0
medium_scale,epsilon-greedy,34,0.002,51200,1940.0
medium_scale,epsilon-greedy,34,0.002,204800,2087.0
medium_scale,epsilon-greedy,35,0.002,50,19.0
medium_scale,epsilon-greedy,35,0.002,200,85.0
medium_scale,epsilon-greedy,35,0.002,800,335.0
medium_scale,epsilon-greedy,35,0.002,3200,1292.0
medium_scale,epsilon-greedy,35,0.002,12800,4220.0
medium_scale,epsilon-greedy,35,0.002,51200,7695.0
medium_scale,epsilon-greedy,35,0.002,204800,7478.0
medium_scale,epsilon-greedy,36,0.002,50,19.0
medium_scale,epsilon-greedy,36,0.002,200,80.0
medium_scale,epsilon-greedy,36,0.002,800,325.0
medium_scale,epsilon-greedy,36,0.002,3200,1265.0
medium_scale,epsilon-greedy,36,0.002,12800,2225.0
medium_scale,epsilon-greedy,36,0.002,51200,2400.0
medium_scale,epsilon-greedy,36,0.002,204800,2294.0
medium_scale,epsilon-greedy,37,0.002,50,22.0
medium_scale,epsilon-greedy,37,0.002,200,79.0
medium_scale,epsilon-greedy,37,0.002,800,298.0
medium_scale,epsilon-greedy,37,0.002,3200,302.0
medium_scale,epsilon-greedy,37,0.002,12800,239.0
medium_scale,epsilon-greedy,37,0.002,51200,267.0
medium_scale,epsilon-greedy,37,0.002,204800,714.0
medium_scale,epsilon-greedy,38,0.002,50,22.0
medium_scale,epsilon-greedy,38,0.002,200,76.0
medium_scale,epsilon-greedy,38,0.002,800,321.0
medium_scale,epsilon-greedy,38,0.002,3200,920.0
medium_scale,epsilon-greedy,38,0.002,12800,1867.0
medium_scale,epsilon-greedy,38,0.002,51200,2667.0
medium_scale,epsilon-greedy,38,0.002,204800,2671.0
medium_scale,epsilon-greedy,39,0.002,50,22.0
medium_scale,epsilon-greedy,39,0.002,200,87.0
medium_scale,epsilon-greedy,39,0.002,800,317.0
medium_scale,epsilon-greedy,39,0.002,3200,627.0
medium_scale,epsilon-greedy,39,0.002,12800,604.0
medium_scale,epsilon-greedy,39,0.002,51200,644.0
medium_scale,epsilon-greedy,39,0.002,204800,366.0
medium_scale,epsilon-greedy,40,0.002,50,22.0
medium_scale,epsilon-greedy,40,0.002,200,80.0
medium_scale,epsilon-greedy,40,0.002,800,315.0
medium_scale,epsilon-greedy,40,0.002,3200,649.0
medium_scale,epsilon-greedy,40,0.002,12800,598.0
medium_scale,epsilon-greedy,40,0.002,51200,412.0
medium_scale,epsilon-greedy,40,0.002,204800,675.0
medium_scale,epsilon-greedy,41,0.002,50,22.0
medium_scale,epsilon-greedy,41,0.002,200,81.0
medium_scale,epsilon-greedy,41,0.002,800,324.0
medium_scale,epsilon-greedy,41,0.002,3200,1080.0
medium_scale,epsilon-greedy,41,0.002,12800,1591.0
medium_scale,epsilon-greedy,41,0.002,51200,1652.0
medium_scale,epsilon-greedy,41,0.002,204800,1841.0
medium_scale,epsilon-greedy,42,0.002,50,21.0
medium_scale,epsilon-greedy,42,0.002,200,78.0
medium_scale,epsilon-greedy,42,0.002,800,325.0
medium_scale,epsilon-greedy,42,0.002,3200,1286.0
medium_scale,epsilon-greedy,42,0.002,12800,3735.0
medium_scale,epsilon-greedy,42,0.002,51200,3812.0
medium_scale,epsilon-greedy,42,0.002,204800,3990.0
medium_scale,epsilon-greedy,43,0.002,50,23.0
medium_scale,epsilon-greedy,43,0.002,200,79.0
medium_scale,epsilon-greedy,43,0.002,800,320.0
medium_scale,epsilon-greedy,43,0.002,3200,1072.0
medium_scale,epsilon-greedy,43,0.002,12800,2017.0
medium_scale,epsilon-greedy,43,0.002,51200,4076.0
medium_scale,epsilon-greedy,43,0.002,204800,4128.0
medium_scale,epsilon-greedy,44,0.002,50,21.0
medium_scale,epsilon-greedy,44,0.002,200,80.0
medium_scale,epsilon-greedy,44,0.002,800,313.0
medium_scale,epsilon-greedy,44,0.002,3200,1265.0
medium_scale,epsilon-greedy,44,0.002,12800,2421.0
medium_scale,epsilon-greedy,44,0.002,51200,2586.0
medium_scale,epsilon-greedy,44,0.002,204800,2691.0
medium_scale,epsilon-greedy,45,0.002,50,20.0
medium_scale,epsilon-greedy,45,0.002,200,83.0
medium_scale,epsilon-greedy,45,0.002,800,224.0
medium_scale,epsilon-greedy,45,0.002,3200,425.0
medium_scale,epsilon-greedy,45,0.002,12800,385.0
medium_scale,epsilon-greedy,45,0.002,51200,387.0
medium_scale,epsilon-greedy,45,0.002,204800,330.0
medium_scale,epsilon-greedy,46,0.002,50,21.0
